gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,age,sex
GSE75330,GSM2162781,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162782,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162783,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162784,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162785,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162786,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162787,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162788,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162789,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162790,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162791,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162792,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162793,SN-VTA,Mus musculus,NONE,p24,pooled male and female
GSE75330,GSM2162794,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162795,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162796,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162797,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162798,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162799,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162800,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162801,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162802,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162803,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162804,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162805,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162806,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162807,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162808,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162809,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162810,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162811,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162812,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162813,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162814,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162815,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162816,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162817,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162818,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162819,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162820,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162821,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162822,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162823,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162824,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162825,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162826,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162827,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162828,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162829,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162830,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162831,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162832,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162833,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162834,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162835,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162836,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162837,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162838,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162839,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162840,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162841,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162842,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162843,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162844,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162845,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162846,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162847,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162848,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162849,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162850,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162851,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162852,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162853,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162854,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162855,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162856,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162857,SN-VTA,Mus musculus,NONE,p25,pooled male and female
GSE75330,GSM2162858,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162859,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162860,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162861,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162862,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162863,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162864,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162865,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162866,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162867,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162868,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162869,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162870,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162871,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162872,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162873,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162874,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162875,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162876,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162877,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162878,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162879,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162880,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162881,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162882,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162883,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162884,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162885,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162886,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162887,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162888,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162889,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162890,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162891,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162892,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162893,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162894,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162895,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162896,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162897,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162898,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162899,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162900,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162901,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162902,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162903,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162904,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162905,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162906,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162907,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162908,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162909,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162910,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162911,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162912,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162913,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162914,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162915,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162916,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162917,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162918,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162919,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162920,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162921,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162922,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162923,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162924,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162925,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162926,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162927,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162928,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162929,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162930,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162931,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162932,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162933,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162934,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162935,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162936,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162937,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162938,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162939,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162940,SN-VTA,Mus musculus,NONE,p26,pooled male and female
GSE75330,GSM2162941,hypothalamus,Mus musculus,NONE,p21,M
GSE75330,GSM2162942,hypothalamus,Mus musculus,NONE,p21,M
GSE75330,GSM2162943,hypothalamus,Mus musculus,NONE,p21,M
GSE75330,GSM2162944,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162945,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162946,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162947,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162948,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162949,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162950,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162951,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162952,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162953,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162954,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162955,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162956,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162957,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162958,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162959,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162960,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162961,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162962,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162963,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162964,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162965,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162966,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162967,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162968,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162969,hypothalamus,Mus musculus,NONE,p27,M
GSE75330,GSM2162970,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162971,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162972,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162973,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162974,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162975,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162976,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162977,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162978,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162979,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162980,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162981,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162982,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162983,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162984,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162985,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162986,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162987,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162988,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162989,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162990,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162991,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162992,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162993,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162994,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162995,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162996,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162997,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162998,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2162999,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2163000,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2163001,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2163002,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2163003,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2163004,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2163005,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2163006,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2163007,hypothalamus,Mus musculus,NONE,p28,M
GSE75330,GSM2163008,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2163009,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2163010,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2163011,hypothalamus,Mus musculus,NONE,p29,M
GSE75330,GSM2163012,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163013,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163014,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163015,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163016,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163017,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163018,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163019,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163020,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163021,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163022,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163023,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163024,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163025,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163026,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163027,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163028,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163029,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163030,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163031,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163032,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163033,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163034,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163035,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163036,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163037,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163038,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163039,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163040,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163041,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163042,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163043,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163044,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163045,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163046,SN-VTA,Mus musculus,NONE,p21,pooled male and female
GSE75330,GSM2163047,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163048,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163049,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163050,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163051,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163052,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163053,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163054,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163055,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163056,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163057,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163058,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163059,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163060,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163061,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163062,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163063,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163064,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163065,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163066,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163067,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163068,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163069,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163070,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163071,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163072,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163073,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163074,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163075,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163076,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163077,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163078,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163079,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163080,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163081,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163082,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163083,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163084,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163085,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163086,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163087,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163088,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163089,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163090,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163091,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163092,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163093,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163094,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163095,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163096,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163097,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163098,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163099,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163100,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163101,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163102,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163103,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163104,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163105,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163106,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163107,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163108,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163109,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163110,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163111,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163112,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163113,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163114,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163115,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163116,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163117,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163118,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163119,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163120,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163121,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163122,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163123,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163124,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163125,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163126,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163127,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163128,SN-VTA,Mus musculus,NONE,p23,pooled male and female
GSE75330,GSM2163129,SN-VTA,Mus musculus,NONE,p24,pooled male and female
