gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue,sex,age
GSE76381,GSM2270042,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270043,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270044,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270045,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270046,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270047,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270048,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270049,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270050,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270051,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270052,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270053,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270054,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270055,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270056,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270057,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270058,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270059,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270060,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270061,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270062,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270063,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270064,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270065,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270066,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270067,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270068,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270069,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270070,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270071,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270072,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270073,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270074,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270075,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270076,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270077,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270078,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270079,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270080,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270081,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270082,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270083,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270084,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270085,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270086,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270087,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270088,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270089,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270090,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270091,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270092,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270093,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270094,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270095,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270096,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270097,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270098,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270099,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270100,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270101,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270102,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270103,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270104,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270105,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270106,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270107,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270108,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270109,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270110,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270111,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270112,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270113,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270114,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270115,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270116,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270117,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270118,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270119,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270120,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270121,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270122,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270123,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270124,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270125,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270126,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270127,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270128,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270129,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270130,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270131,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270132,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270133,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270134,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270135,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270136,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270137,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270138,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270139,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270140,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270141,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270142,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270143,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270144,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270145,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270146,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270147,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270148,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270149,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270150,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270151,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270152,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270153,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270154,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270155,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270156,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270157,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270158,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270159,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270160,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270161,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270162,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270163,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270164,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270165,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270166,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270167,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270168,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270169,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270170,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270171,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270172,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270173,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270174,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270175,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270176,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270177,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270178,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270179,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270180,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270181,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270182,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270183,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270184,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270185,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270186,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270187,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270188,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270189,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270190,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270191,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270192,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270193,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270194,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270195,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270196,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270197,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270198,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270199,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270200,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270201,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270202,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270203,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270204,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270205,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270206,stem cells,Homo sapiens,NONE,stem cells,?,12d
GSE76381,GSM2270207,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270208,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270209,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270210,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270211,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270212,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270213,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270214,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270215,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270216,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270217,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270218,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270219,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270220,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270221,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270222,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270223,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270224,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270225,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270226,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270227,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270228,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270229,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270230,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270231,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270232,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270233,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270234,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270235,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270236,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270237,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270238,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270239,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270240,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270241,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270242,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270243,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270244,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270245,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270246,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270247,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270248,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270249,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270250,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270251,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270252,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270253,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270254,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270255,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270256,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270257,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270258,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270259,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270260,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270261,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270262,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270263,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270264,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270265,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270266,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270267,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270268,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270269,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270270,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270271,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270272,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270273,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270274,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270275,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270276,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270277,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270278,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270279,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270280,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270281,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270282,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270283,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270284,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270285,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270286,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270287,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270288,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270289,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270290,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270291,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270292,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270293,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270294,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270295,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270296,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270297,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270298,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270299,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270300,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270301,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270302,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270303,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270304,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270305,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270306,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270307,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270308,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270309,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270310,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270311,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270312,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270313,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270314,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270315,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270316,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270317,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270318,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270319,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270320,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270321,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270322,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270323,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270324,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270325,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270326,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270327,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270328,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270329,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270330,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270331,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270332,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270333,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270334,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270335,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270336,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270337,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,11w
GSE76381,GSM2270338,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270339,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270340,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270341,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270342,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270343,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270344,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270345,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270346,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270347,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270348,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270349,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270350,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270351,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270352,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270353,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270354,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270355,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270356,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270357,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270358,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270359,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270360,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270361,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270362,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270363,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270364,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
GSE76381,GSM2270365,ventral midbrain,Homo sapiens,NONE,ventral midbrain,?,8w
