gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,pup.age.at.injection,cell.age
GSE118953,GSM3352610,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352611,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352612,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352613,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352614,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352615,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352616,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352617,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352618,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352619,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352620,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352621,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352622,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352623,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352624,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352625,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352626,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352627,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352628,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352629,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352630,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352631,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352632,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352633,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352634,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352635,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352636,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352637,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352638,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352639,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352640,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352641,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352642,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352643,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352644,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352645,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352646,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352647,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352648,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352649,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352650,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352651,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352652,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352653,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352654,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352655,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352656,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352657,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352658,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352659,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352660,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352661,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352662,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352663,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352664,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352665,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352666,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352667,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352668,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352669,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352670,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352671,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352672,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352673,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352674,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352675,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352676,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352677,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352678,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352679,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352680,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352681,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352682,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352683,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352684,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352685,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352686,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352687,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352688,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352689,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352690,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352691,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352692,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352693,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352694,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352695,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352696,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352697,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352698,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352699,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352700,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352701,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352702,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352703,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352704,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352705,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352706,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352707,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352708,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352709,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352710,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352711,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352712,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352713,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352714,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352715,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352716,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352717,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352718,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352719,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352720,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352721,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352722,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352723,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352724,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352725,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352726,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352727,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352728,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352729,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352730,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352731,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352732,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352733,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352734,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352735,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352736,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352737,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352738,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352739,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352740,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352741,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352742,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352743,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352744,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352745,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352746,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352747,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352748,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352749,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352750,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352751,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352752,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352753,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352754,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352755,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352756,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352757,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352758,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352759,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352760,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352761,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352762,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352763,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352764,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352765,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352766,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352767,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352768,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352769,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352770,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352771,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352772,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352773,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352774,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352775,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352776,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352777,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352778,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352779,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352780,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352781,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352782,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352783,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352784,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352785,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352786,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352787,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352788,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352789,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352790,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352791,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352792,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352793,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352794,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352795,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352796,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352797,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352798,cortical cells,Mus musculus,NONE,E13,1H
GSE118953,GSM3352799,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352800,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352801,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352802,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352803,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352804,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352805,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352806,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352807,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352808,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352809,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352810,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352811,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352812,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352813,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352814,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352815,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352816,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352817,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352818,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352819,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352820,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352821,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352822,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352823,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352824,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352825,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352826,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352827,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352828,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352829,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352830,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352831,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352832,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352833,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352834,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352835,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352836,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352837,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352838,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352839,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352840,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352841,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352842,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352843,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352844,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352845,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352846,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352847,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352848,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352849,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352850,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352851,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352852,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352853,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352854,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352855,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352856,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352857,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352858,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352859,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352860,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352861,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352862,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352863,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352864,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352865,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352866,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352867,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352868,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352869,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352870,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352871,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352872,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352873,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352874,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352875,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352876,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352877,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352878,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352879,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352880,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352881,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352882,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352883,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352884,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352885,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352886,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352887,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352888,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352889,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352890,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352891,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352892,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352893,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352894,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352895,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352896,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352897,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352898,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352899,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352900,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352901,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352902,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352903,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352904,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352905,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352906,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352907,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352908,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352909,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352910,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352911,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352912,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352913,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352914,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352915,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352916,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352917,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352918,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352919,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352920,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352921,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352922,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352923,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352924,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352925,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352926,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352927,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352928,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352929,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352930,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352931,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352932,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352933,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352934,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352935,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352936,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352937,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352938,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352939,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352940,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352941,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352942,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352943,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352944,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352945,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352946,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352947,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352948,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352949,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352950,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352951,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352952,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352953,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352954,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352955,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352956,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352957,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352958,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352959,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352960,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352961,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352962,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352963,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352964,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352965,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352966,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352967,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352968,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352969,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352970,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352971,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352972,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352973,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352974,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352975,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352976,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352977,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352978,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352979,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352980,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352981,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352982,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352983,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352984,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352985,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352986,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352987,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352988,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352989,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352990,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352991,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352992,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352993,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352994,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352995,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352996,cortical cells,Mus musculus,NONE,E15,1H
