gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,sex,age
GSE182211,GSM5591236,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591237,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591238,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591239,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591240,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591241,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591242,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591243,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591244,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591245,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591246,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591247,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591248,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591249,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591250,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591251,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591252,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591253,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591254,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591255,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591256,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591257,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591258,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591259,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591260,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591261,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591262,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591263,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591264,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591265,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591266,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591267,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591268,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591269,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591270,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591271,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591272,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591273,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591274,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591275,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591276,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591277,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591278,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591279,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591280,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591281,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591282,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591283,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591284,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591285,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591286,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591287,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591288,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591289,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591290,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591291,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591292,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591293,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591294,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591295,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591296,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591297,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591298,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591299,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591300,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591301,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591302,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591303,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591304,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591305,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591306,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591307,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591308,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591309,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591310,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591311,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591312,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591313,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591314,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591315,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591316,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591317,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591318,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591319,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591320,Human - dLGN - KC,Homo sapiens,NONE,F,43
GSE182211,GSM5591321,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591322,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591323,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591324,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591325,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591326,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591327,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591328,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591329,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591330,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591331,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591332,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591333,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591334,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591335,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591336,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591337,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591338,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591339,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591340,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591341,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591342,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591343,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591344,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591345,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591346,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591347,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591348,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591349,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591350,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591351,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591352,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591353,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591354,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591355,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591356,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591357,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591358,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591359,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591360,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591361,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591362,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591363,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591364,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591365,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591366,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591367,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591368,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591369,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591370,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591371,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591372,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591373,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591374,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591375,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591376,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591377,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591378,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591379,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591380,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591381,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591382,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591383,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591384,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591385,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591386,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591387,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591388,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591389,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591390,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591391,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591392,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591393,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591394,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591395,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591396,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591397,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591398,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591399,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591400,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591401,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591402,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591403,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591404,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591405,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591406,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591407,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591408,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591409,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591410,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591411,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591412,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591413,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591414,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591415,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591416,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591417,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591418,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591419,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591420,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591421,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591422,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591423,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591424,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591425,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591426,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591427,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591428,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591429,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591430,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591431,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591432,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591433,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591434,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591435,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591436,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591437,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591438,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591439,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591440,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591441,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591442,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591443,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591444,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591445,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591446,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591447,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591448,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591449,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591450,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591451,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591452,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591453,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591454,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591455,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591456,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591457,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591458,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591459,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591460,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591461,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591462,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591463,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591464,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591465,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591466,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591467,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591468,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591469,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591470,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591471,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591472,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591473,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591474,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591475,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591476,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591477,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591478,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591479,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591480,Human - dLGN - PC,Homo sapiens,NONE,F,43
GSE182211,GSM5591481,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591482,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591483,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591484,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591485,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591486,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591487,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591488,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591489,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591490,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591491,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591492,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591493,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591494,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591495,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591496,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591497,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591498,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591499,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591500,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591501,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591502,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591503,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591504,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591505,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591506,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591507,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591508,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591509,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591510,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591511,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591512,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591513,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591514,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591515,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591516,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591517,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591518,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591519,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591520,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591521,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591522,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591523,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591524,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591525,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591526,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591527,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591528,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591529,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591530,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591531,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591532,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591533,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591534,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591535,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591536,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591537,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591538,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591539,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591540,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591541,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591542,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591543,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591544,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591545,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591546,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591547,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591548,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591549,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591550,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591551,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591552,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591553,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591554,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591555,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591556,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591557,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591558,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591559,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591560,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591561,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591562,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591563,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591564,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591565,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591566,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591567,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591568,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591569,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591570,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591571,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591572,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591573,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591574,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591575,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591576,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591577,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591578,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591579,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591580,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591581,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591582,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591583,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591584,Human - dLGN - MC,Homo sapiens,NONE,M,54
